lr,gamma,scores,avg_scores
0.001,0.99,274.5798408059048,76.5643529785997
0.001,0.99,-5.471373943097063,75.50273020659736
0.001,0.99,266.5300317198289,81.32512172691368
0.001,0.99,287.54925095399165,82.10490683214222
0.001,0.99,169.70174505080266,85.58169366008677
0.001,0.99,184.64212883239193,88.31435803832392
0.001,0.99,263.42541706360566,92.18740883390396
0.001,0.99,253.7551411877377,93.67877972615432
0.001,0.99,288.9295422772861,95.05381286091371
0.001,0.99,263.60144781062735,99.3309824698939
0.001,0.99,-152.1246659837688,95.75490662093762
0.001,0.99,161.93256460422518,101.40503235043698
0.001,0.99,240.08801600875782,102.0776893344925
0.001,0.99,244.9655410147122,102.23897933877171
0.001,0.99,133.31718220990024,103.81476113282609
0.001,0.99,289.09851143787694,105.47661384530367
0.001,0.99,278.3748036435585,106.89714370129954
0.001,0.99,-56.824724714830126,104.16251167375633
0.001,0.99,245.0120931409962,104.9767041369271
0.001,0.99,251.55681903665484,105.2760778138629
0.001,0.99,247.1091394906677,105.22965259180795
0.001,0.99,-104.31159128491375,103.99174667435837
0.001,0.99,-89.90690661297718,101.57323789067013
0.001,0.99,225.07824406037145,106.08874662972266
0.001,0.99,265.3862225400636,110.39092072553423
0.001,0.99,268.16327180851914,113.96207687074002
0.001,0.99,-142.94402655238224,110.3274282848863
0.001,0.99,227.421798037207,111.12068889877077
0.001,0.99,-118.33920350678298,108.90650190799715
0.001,0.99,-171.66037270087884,107.48300219517456
0.001,0.99,-114.31796639242806,105.78547283504936
0.001,0.99,150.21330671640192,106.2926343215594
0.001,0.99,258.4351488198971,108.774742961291
0.001,0.99,153.7093117334482,110.47912213287465
0.001,0.99,2.867567668552823,111.16740614383838
0.001,0.99,260.8775344160564,114.42905939938481
0.001,0.99,275.0256720675856,118.88562640194544
0.001,0.99,183.19786819242609,122.08904763193351
0.001,0.99,253.04802959799454,121.80558877619856
0.001,0.99,-13.722142865672243,119.24317955158371
0.001,0.99,13.73438896928991,119.85698266628404
0.001,0.99,293.56499634939973,123.8685505840384
0.001,0.99,-42.28041856935329,125.19799135898248
0.001,0.99,-37.742003197332195,126.63971062807742
0.001,0.99,248.34595965459252,130.58446675800062
0.001,0.99,245.12982973528435,134.43003375934174
0.001,0.99,101.49005296283855,137.3851627354053
0.001,0.99,281.8968191458865,140.83980849601969
0.001,0.99,33.19140810857982,138.69201897214455
0.001,0.99,267.5885151852656,139.56927219053844
0.001,0.99,153.7228821142587,139.78771843108643
0.001,0.99,216.26628390017504,143.44697734606513
0.001,0.99,281.3308455738729,145.7586033244969
0.001,0.99,215.62835579958687,149.782688119376
0.001,0.99,-113.55345577530018,149.57019640325495
0.001,0.99,-236.87220274964272,147.54367144233308
0.001,0.99,-247.64764086874766,147.03545015769836
0.001,0.99,269.99908097826415,147.1009256484821
0.001,0.99,181.13408035404888,146.44205609297677
0.001,0.99,255.9777783034594,146.8935479708675
0.001,0.99,-186.35425470743382,146.84277624129447
0.001,0.99,275.9967354532455,146.91652788752833
0.001,0.99,272.4483709426085,151.81084901591177
0.001,0.99,217.18333049884683,151.37777010022052
0.001,0.99,2.9990633353308027,150.25770945754707
0.001,0.99,265.28962866534096,151.5449962897295
0.001,0.99,246.18086040439465,151.58522193537203
0.001,0.99,271.7395927741457,151.90620658196275
0.001,0.99,245.30625382726794,155.23934439561862
0.001,0.99,253.99902232290626,158.96151103934469
0.001,0.99,217.61023556858748,159.53868247978664
0.001,0.99,-16.556329873410895,156.5193404377867
0.001,0.99,-30.431909190418963,154.31002644049886
0.001,0.99,266.5281329338662,155.29451197929274
0.001,0.99,226.660244308618,155.187008625441
0.001,0.99,254.35203778097332,155.09804634937086
0.001,0.99,185.58005716942475,154.59652645789413
0.001,0.99,275.14753240016694,154.44327455752554
0.001,0.99,234.4166896405537,154.1157412247311
0.001,0.99,264.77694875212126,158.3951569658886
0.001,0.99,296.39170119077437,158.81700046306207
0.001,0.99,238.95201040784096,164.74956276055414
0.001,0.99,-113.94256937601396,160.682637076403
0.001,0.99,257.29422038616326,161.54533929564224
0.001,0.99,253.3392737450795,165.91169260514778
0.001,0.99,249.51493039603673,166.02610093565465
0.001,0.99,255.4428877011577,166.23882245303113
0.001,0.99,230.6570578372294,165.9500738094501
0.001,0.99,238.21348782126742,166.62457056197658
0.001,0.99,248.30190025860202,166.41488118281447
0.001,0.99,235.7967986882343,166.08070092319826
0.001,0.99,272.2180281539439,166.74792051107815
0.001,0.99,285.21212788670834,167.95885850535578
0.001,0.99,271.46302502353956,168.15703832716895
0.001,0.99,250.05712360565445,167.88395486842583
0.001,0.99,263.78106316010417,167.83864769344626
0.001,0.99,-32.175110040896044,165.71911497148218
0.001,0.99,263.2082825349205,165.23733295704807
0.001,0.99,285.3812861442399,165.5982456394704
0.001,0.99,244.9019063527685,165.15757448249235
0.001,0.99,251.51701565755315,164.92694623100886
0.001,0.99,284.588904067201,167.8275490111118
0.001,0.99,233.30792537860165,167.49532794769956
0.001,0.99,304.5219432925442,167.66505487108506
0.001,0.99,39.03210977478514,166.3583585183249
0.001,0.99,213.26830374714575,166.64462026747242
0.001,0.99,55.8254721044094,164.56862081788051
0.001,0.99,-43.70399503349918,161.5940294556681
0.001,0.99,240.46146251061415,161.10934865800138
0.001,0.99,262.9876655433562,161.10321083532867
0.001,0.99,249.5097069949099,165.1195545651155
0.001,0.99,-50.53818258463086,162.9948470932269
0.001,0.99,292.92001597137266,163.52316709285307
0.001,0.99,253.6555691514187,163.61006737422014
0.001,0.99,186.40006369678792,164.140896189089
0.001,0.99,-134.9857058831965,159.90005401587825
0.001,0.99,214.00845792076478,159.25639055865034
0.001,0.99,279.8980370676352,162.623618176475
0.001,0.99,271.66543138434554,162.89015155890849
0.001,0.99,292.24582040203904,163.2970415725623
0.001,0.99,24.329996461916835,161.06925014227477
0.001,0.99,234.8320950755423,164.46068700587932
0.001,0.99,277.5051860544773,168.13480793255388
0.001,0.99,296.4231661916702,168.8482571538669
0.001,0.99,-11.238487408804914,166.0820100543782
0.001,0.99,17.34984791511778,163.5738758154442
0.001,0.99,261.99468694614734,167.62326295042948
0.001,0.99,270.4905441065066,168.05395041112249
0.001,0.99,122.38853110838276,170.46122775727414
0.001,0.99,193.93438779577627,174.11717536224066
0.001,0.99,277.2013956616929,178.03236898278192
0.001,0.99,-153.08717705872544,174.99936414503063
0.001,0.99,267.009770179203,175.08511035862372
0.001,0.99,245.89564345920144,176.0069736758812
0.001,0.99,290.1496391922843,178.8797943911185
0.001,0.99,215.65217875995617,178.42754083455756
0.001,0.99,180.65085161993963,177.48379263008104
0.001,0.99,19.349556647163183,175.8453095146284
0.001,0.99,262.72640789137415,175.94209329756225
0.001,0.99,243.39003530316296,178.5132150792506
0.001,0.99,17.35680603987504,178.5494392499565
0.001,0.99,250.48359806326326,178.1186252670951
0.001,0.99,-47.04423402452363,178.07098711254338
0.001,0.99,35.21147326453499,178.80052187716205
0.001,0.99,172.22880682956884,178.0393503489118
0.001,0.99,264.7736796996055,178.23578884855502
0.001,0.99,22.033383026491578,177.44122214919153
0.001,0.99,256.7453836992837,177.1897077947255
0.001,0.99,259.0967203831482,179.4487609174712
0.001,0.99,240.22898799298284,179.17516564554833
0.001,0.99,261.34305297564794,180.25136735416226
0.001,0.99,-26.628968251046416,177.82241483265005
0.001,0.99,273.17948628307045,177.74090123974202
0.001,0.99,279.0041148772541,178.3746588305187
0.001,0.99,228.79070048850733,181.79810039315677
0.001,0.99,-195.90486121639645,182.2077738084892
0.001,0.99,291.18220936924376,187.59607231086912
0.001,0.99,276.02759485929494,187.6563574496794
0.001,0.99,250.5188368337255,188.3502050144762
0.001,0.99,243.87558649228276,188.22918309636444
0.001,0.99,248.62606388483084,192.57898628228708
0.001,0.99,258.3015823166339,192.40203475092102
0.001,0.99,-34.26839387982059,189.3348671026967
0.001,0.99,217.32057482413381,189.33623954594958
0.001,0.99,288.4493171828355,192.1907420844246
0.001,0.99,-24.346603707920075,189.29437976069198
0.001,0.99,-158.66263798492542,185.24594477679884
0.001,0.99,123.20620715778985,183.76061092063526
0.001,0.99,265.5060230586504,183.96260861294908
0.001,0.99,-213.62649133672062,179.2863534763528
0.001,0.99,254.58862331419976,179.65613735380893
0.001,0.99,176.92052833101098,181.59090593585316
0.001,0.99,7.635583246479399,181.97158086022216
0.001,0.99,86.92399797549545,180.17553951063846
0.001,0.99,-114.28859614870704,176.76605110606516
0.001,0.99,225.77353407408788,176.48026606899631
0.001,0.99,194.22434944775958,176.56670899177962
0.001,0.99,228.44056339917486,176.0996393017697
0.001,0.99,-234.61965190206288,171.40927588634358
0.001,0.99,-139.2222659646671,167.36928373917561
0.001,0.99,217.66070498568195,166.58197377712474
0.001,0.99,167.94104569758633,165.87186413002217
0.001,0.99,198.62085230442136,168.99749834682657
0.001,0.99,186.18438311045864,168.28639997406952
0.001,0.99,103.10024270661285,166.78400966368486
0.001,0.99,133.20727590536484,165.6209331187781
0.001,0.99,279.8064042213176,165.86456828397976
0.001,0.99,120.20916122594157,164.76008931786683
0.001,0.99,268.1482501263683,165.05943694091783
0.001,0.99,244.3251609367026,165.01966954769887
0.001,0.99,244.10773461177587,165.1027789069343
0.001,0.99,-77.09380835244775,161.6096605418704
0.001,0.99,-31.97695577851981,158.4377697052181
0.001,0.99,285.78256300798006,158.58096508506253
0.001,0.99,253.1506838724177,158.61190068773013
0.001,0.99,0.1902409920705601,155.9759924660498
0.001,0.99,221.71531498112068,158.51489671627
0.001,0.99,272.0862269447702,158.60367616036848
0.001,0.99,241.46137188223412,158.16447701774842
0.001,0.99,-167.9566975983326,154.0358909782374
0.001,0.99,293.9150414215552,154.45987123587742
0.001,0.99,-16.85030695598195,151.4454791256456
0.001,0.99,194.80527682728393,151.06045264013244
0.001,0.99,256.5553064905741,150.58078627211273
0.001,0.99,0.1474017212987917,150.19193919157786
0.001,0.99,254.42723739320638,150.60352852803845
0.001,0.99,291.5523679316666,152.96079748631104
0.001,0.99,220.0196379964012,155.59803381661007
0.001,0.99,200.7157189974349,155.20057638147827
0.001,0.99,273.72435465914,155.30794327263607
0.001,0.99,37.71509128880052,153.18999711557498
0.001,0.99,246.41462434357481,156.15952518485705
0.001,0.99,236.87225527696728,155.59904757791298
0.001,0.99,13.490935916835454,153.19740124556714
0.001,0.99,-162.26158269631873,149.71078478163608
0.001,0.99,247.31835735621536,153.5338254140302
0.001,0.99,-8.822579366240888,151.30551504116013
0.001,0.99,203.64167442349532,150.54295141471874
0.001,0.99,273.0438151812016,150.5567352526873
0.001,0.99,248.03878884400518,150.11466493710697
0.001,0.99,216.11311998490626,152.03249617233686
0.001,0.99,256.44325340163664,152.24860775559782
0.001,0.99,277.7802621524385,152.25135851657743
0.001,0.99,261.2687557432042,151.89981441209275
0.001,0.99,289.88434815466894,154.91104276772748
0.001,0.99,-226.8105491503653,152.46943879707268
0.001,0.99,276.30672893568374,152.61255921696804
0.001,0.99,252.9980552526351,152.4376343284293
0.001,0.99,266.41994657132136,153.87794848305873
0.001,0.99,260.7603253416171,154.5462078585171
0.001,0.99,-35.80924805218078,151.41610142137836
0.001,0.99,-207.9806907684365,150.86716628428127
0.001,0.99,7.686763636726184,148.2739362188565
0.001,0.99,251.91282651845682,148.33410804944907
0.001,0.99,3.96910037915454,145.47230266131774
0.001,0.99,240.51260756176833,145.72090694933587
0.001,0.99,-14.8948413115952,143.76545002002052
0.001,0.99,228.716503200126,145.85911948555014
0.001,0.99,-157.30247452036224,141.6588306614328
0.001,0.99,-241.42721688525137,136.81065813954865
0.001,0.99,218.63302320388954,138.8234203111888
0.001,0.99,288.2373182213653,139.20095751276983
0.001,0.99,226.2203275690283,141.93360312870533
0.001,0.99,282.0011902753481,144.40150029881346
0.001,0.99,23.150215605093635,142.9107143865687
0.001,0.99,-149.38846537096487,138.76909293586303
0.001,0.99,-35.479196417068536,138.1939671414274
0.001,0.99,290.83871009186475,138.53490040535323
0.001,0.99,303.8464759329289,138.98239796085102
0.001,0.99,223.21529045277595,138.81226098544894
0.001,0.99,-262.7243035885605,133.57158741980686
0.001,0.99,269.800156743746,136.5358786697548
0.001,0.99,214.4480450429405,135.9485642573535
0.001,0.99,-3.4896716753060986,133.12362639182788
0.001,0.99,199.77449325187436,132.83346431946154
0.001,0.99,239.83758662484934,137.19088879787404
0.001,0.99,253.173511374953,136.81080181793112
0.001,0.99,263.14391661698664,136.68196503550803
0.001,0.99,301.28765866679294,137.1896532538387
0.001,0.99,281.4744611982637,137.56564200089852
0.001,0.99,232.96612336750516,137.40904259572525
0.001,0.99,219.40051270486228,137.02003189960755
0.001,0.99,-50.75006201711277,136.85521521823463
0.001,0.99,238.02026640007782,137.06221213399408
0.001,0.99,181.57035535217938,135.99342251568748
0.001,0.99,237.81224088210195,138.61501096158773
0.001,0.99,250.9150054988993,142.71078739642596
0.001,0.99,169.71636728796253,143.1758889977277
0.001,0.99,-93.57096960023166,139.58511907113888
0.001,0.99,-133.92860030387243,140.38209798146735
0.001,0.99,234.92563176888115,140.18546806601418
0.001,0.99,266.69579996042,141.08322078230825
0.001,0.99,298.5048029866996,143.99191297971046
0.001,0.99,303.94438081979035,146.1621168081534
0.001,0.99,265.3462731248645,149.95846550088913
0.001,0.99,257.9364851627993,150.28009501177624
0.001,0.99,261.3078140146143,150.9509296574448
0.001,0.99,232.77323151395672,150.9942563385926
0.001,0.99,227.052430101101,155.61097715862425
0.001,0.99,282.3507657565131,159.82670747583606
0.001,0.99,265.294030382974,160.30304072980897
0.001,0.99,193.01702495398683,160.553800522373
0.001,0.99,-0.7062392517933631,158.56052960681083
0.001,0.99,206.47512860576327,158.76343706176388
0.001,0.99,264.0437275483837,160.37287191018157
0.001,0.99,-7.428678063810963,158.96651237048985
0.001,0.99,274.18480322404275,158.9102963605171
0.001,0.99,224.04144416066822,159.94861918986436
0.001,0.99,238.2360454274859,159.6494971428755
0.001,0.99,123.11692624192177,158.43741479592774
0.001,0.99,255.80469945740882,158.55438444438403
0.001,0.99,27.42657584491971,159.59958828635774
0.001,0.99,164.41388427936147,161.56349668693653
0.001,0.99,273.6678138161438,161.44234919501818
0.001,0.99,277.436130004931,161.6852036563433
0.001,0.99,-0.5497743687941039,161.67780350273466
0.001,0.99,257.8974957861846,162.0396253107853
0.001,0.99,-193.8083694564133,157.38067934677346
0.001,0.99,275.90012771297495,157.72506690508087
0.001,0.99,97.34798327535952,160.37811371381778
0.001,0.99,257.333870035134,160.0123019999536
0.001,0.99,275.5162126038172,162.93596719555157
0.001,0.99,248.17249184174517,163.4696393456962
0.001,0.99,-102.54273780214562,159.878658902769
0.001,0.99,279.68751547154227,162.67406004027143
0.001,0.99,256.03364160089006,162.69012408234823
0.001,0.99,242.373122676513,162.1983316297967
0.001,0.99,254.88267493681852,162.54696199920087
0.001,0.99,280.0510481455485,163.340315290682
0.001,0.99,214.30940885825834,162.74616583267317
0.001,0.99,28.841920286950142,162.65743412265468
0.001,0.99,220.1280707361811,162.39456858658076
0.001,0.99,290.57456611912323,162.9315916950023
0.001,0.99,38.63647624455706,163.18304709827956
0.001,0.99,148.00876062700138,166.28575053151275
0.001,0.99,25.625391653913425,164.06882087448972
0.001,0.99,291.0269961533842,167.067316629686
0.001,0.99,249.3591141022371,167.5244910264734
0.001,0.99,258.1207714803093,167.3752605894645
0.001,0.99,211.81310262263247,167.01300372725075
0.001,0.99,309.3768052074481,167.94564057947616
0.001,0.99,281.04195263174995,168.19162757177727
0.001,0.99,271.1738172616382,168.12556312286932
0.001,0.99,272.4349646856251,168.23722521229348
0.001,0.99,272.66225720855186,168.0650043028323
0.001,0.99,224.92163433302198,172.5823261376662
0.001,0.99,269.5784968716484,172.51504381702583
0.001,0.99,242.9361829311114,172.4144250938106
0.001,0.99,222.73670265100122,171.97759265460743
0.001,0.99,19.216000413521883,169.56214940532647
0.001,0.99,284.1167212734395,172.7614090985827
0.001,0.99,289.55327459487285,177.73674875221576
0.001,0.99,-346.26961357308943,174.1971849801176
0.001,0.99,-161.89854280035632,170.05907128692942
0.001,0.99,260.5931501602439,172.62531178474035
0.001,0.99,312.70193912212227,173.34720510034384
0.001,0.99,232.09392572510112,175.81709277071084
0.001,0.99,224.72030355994426,175.77713077430906
0.001,0.99,-146.40984350185894,175.8860570844941
0.001,0.99,242.43323319831333,180.72466158532973
0.001,0.99,279.3366715329339,181.33169806862017
0.001,0.99,256.94559041193617,181.01878079052588
0.001,0.99,189.03442165798725,180.6469217314155
0.001,0.99,259.5233308268489,180.42214313693046
0.001,0.99,234.31970906804193,182.53383807155996
0.001,0.99,163.64147224135007,185.66413744768306
0.001,0.99,-180.16242815805896,184.2173051302732
0.001,0.99,289.93765193682395,184.20829454872282
0.001,0.99,204.6780161952405,183.21660995134593
0.001,0.99,189.10031202326707,182.87546016705082
0.001,0.99,249.59012548894853,187.9986044578259
0.001,0.99,280.05288268214565,188.1011317172099
0.001,0.99,273.20885634532283,188.68873983023371
0.001,0.99,189.6328287332605,190.61996483431938
0.001,0.99,-277.92864549778596,185.84293344682283
0.001,0.99,288.70394311284156,186.33159701170277
0.001,0.99,269.48589992910865,186.49472089724432
0.001,0.99,279.12147354467754,186.65449646652124
0.001,0.99,263.04446798156096,186.27206455966893
0.001,0.99,201.49589190376787,185.47227886672394
0.001,0.99,195.77156101457223,185.10033324319457
0.001,0.99,202.21837805041267,184.92851189665006
0.001,0.99,220.63002234753657,187.64231274029655
0.001,0.99,-21.311036516205093,185.04899971113372
0.001,0.99,266.2214528090602,185.89551068570253
0.001,0.99,290.6561329526063,186.42394960640758
0.001,0.99,198.16230598702253,185.89642261128876
0.001,0.99,128.93218910370803,185.48858082944625
0.001,0.99,-117.17661818464607,185.2525243436021
0.001,0.99,-99.32962824226276,185.59851406421822
0.001,0.99,180.45249055642165,185.05378265209362
0.001,0.99,-198.25112611521718,180.40431339133727
0.001,0.99,207.8153989775912,179.49741935124618
0.001,0.99,251.3928359686448,178.97190390273474
0.001,0.99,238.57758312871192,178.70421700277322
0.001,0.99,224.14064541041333,178.36625860524939
0.001,0.99,240.85772929902936,178.16175775809353
0.001,0.99,209.77715286825182,177.93179697163646
0.001,0.99,-163.18132622581535,174.02945940836733
0.001,0.99,247.9930617487007,173.68588236828916
0.001,0.99,269.70049058936524,173.7299469703531
0.001,0.99,-167.32784333050583,170.12649828750816
0.001,0.99,285.9995581695461,172.99355626172158
0.001,0.99,158.39170156540717,172.51272199131802
0.001,0.99,216.63348590633944,172.03861957489755
0.001,0.99,237.315314237583,174.48605949791144
0.001,0.99,218.46619321262318,173.92887339779725
0.001,0.99,249.37745908043775,174.18223354699498
0.001,0.99,228.64854924588732,174.086358585179
0.001,0.99,266.951193555135,175.52470125831115
0.001,0.99,260.5578693917148,175.57223295765422
0.001,0.99,288.6459632558932,178.18442683176397
0.001,0.99,166.6015003995375,178.20630299296573
0.001,0.99,259.7422185339469,178.06704704014373
0.001,0.99,-8.23191514682793,175.2103665886261
0.001,0.99,229.52637455736834,177.51112807788775
0.001,0.99,-188.13214396255617,173.0508316804003
0.001,0.99,246.43594983770507,177.4532748733415
0.001,0.99,226.39447150051421,176.95821831121685
0.001,0.99,236.21605257602423,178.34689900422353
0.001,0.99,168.54462642396362,177.45900656811185
0.001,0.99,246.81078869467976,177.17195232902046
0.001,0.99,-73.94394999038998,173.95078791069912
0.001,0.99,256.1298642440437,177.53751393116104
0.001,0.99,190.17517951117975,176.6423905715574
0.001,0.99,261.2692814928063,176.69474697047656
0.001,0.99,247.02370009156124,176.74125274462705
0.001,0.99,-189.4455776597289,172.2979702186616
0.001,0.99,85.088598093125,170.34834571813732
0.001,0.99,250.8710832442558,170.71396246199728
0.001,0.99,182.36624309896226,172.24920569011738
0.001,0.99,-33.740423874865456,169.71052074400694
0.001,0.99,185.48670854857085,168.65964216830145
0.001,0.99,263.333911909535,170.9066165249512
0.001,0.99,296.203813645603,172.38856705513726
0.001,0.99,250.5234986246751,174.63754812484487
0.001,0.99,-160.8133382550228,170.1191447807608
0.001,0.99,273.651553941752,170.36206917915595
0.001,0.99,242.55016106419959,170.2063630749948
0.001,0.99,221.97665911009426,170.30799863986948
0.001,0.99,265.63498565167583,169.8705804443117
0.001,0.99,292.56445758037205,169.98580549379795
0.001,0.99,260.89728897358515,169.8830402109174
0.001,0.99,85.36648523289887,168.01235541639014
0.001,0.99,238.52405806797373,167.6709734249844
0.001,0.99,233.73518736192042,167.75910895527338
0.001,0.99,264.8930971923895,167.71225495848077
0.001,0.99,270.9314833705781,167.99220796287548
0.001,0.99,222.79995479247583,167.9928404842902
0.001,0.99,249.80588507587984,170.29873933091378
0.001,0.99,224.36284170119535,169.7012005351913
0.001,0.99,-230.80663030354032,164.4976014862072
0.001,0.99,292.49970422513513,170.88529466418942
0.001,0.99,177.5004257445053,174.27928434963806
0.001,0.99,278.6321156098268,174.4596740041339
0.001,0.99,265.82458991678175,173.99090051208051
0.001,0.99,291.84828485498826,174.58844410337935
0.001,0.99,250.49820189133706,174.84622308669324
0.001,0.99,251.79466515222546,178.8282681732341
0.001,0.99,260.4958293645192,179.00889413489614
0.001,0.99,262.35528019534536,178.83908022152028
0.001,0.99,-48.007919062919385,175.78954512677174
0.001,0.99,195.641160427807,175.85561251446995
0.001,0.99,273.84654278137623,175.99884463401523
0.001,0.99,252.2463095166054,176.17811063850084
0.001,0.99,266.39812660489423,177.20567718213633
0.001,0.99,266.8824097046181,181.67612556076304
0.001,0.99,266.46836142484767,181.44143265564333
0.001,0.99,229.82339342238026,181.69288642791463
0.001,0.99,283.0483657397235,182.63236696507923
0.001,0.99,-6.956304324510555,180.06690266694466
0.001,0.99,251.17349095377136,179.7781087496609
0.001,0.99,273.6218866275101,179.78223905248277
0.001,0.99,227.85170095093827,180.16442777465952
0.001,0.99,292.07303699438046,185.86444459958122
0.001,0.99,254.93669325098008,185.5267721009626
0.001,0.99,36.38994149473203,183.1958125166189
0.001,0.99,271.26934161094465,183.11729119728156
0.001,0.99,-25.41736589720699,180.23267285849386
0.001,0.99,278.9277163781271,181.00699110323743
0.001,0.99,226.98851469983381,181.31916064009005
0.001,0.99,222.8613249438681,181.52559010902462
0.001,0.99,244.4151482752793,181.76344136830204
0.001,0.99,229.34180401957119,184.26996977365982
0.001,0.99,285.88292982169844,184.46658454378618
0.001,0.99,249.7477069828209,184.05750028408835
0.001,0.99,197.24397726010048,184.0483169968191
0.001,0.99,116.90785832834135,183.92807368906543
0.001,0.99,246.220865568915,187.562048526601
0.001,0.99,209.5775529576391,190.6511203386
0.001,0.99,307.15148227856895,191.91811025582152
0.001,0.99,277.3765124059646,196.67438664103335
0.001,0.99,298.63660499766735,197.58259870123413
0.001,0.99,241.89270552256315,197.4875973967733
0.001,0.99,23.329103673493805,195.33511260222116
0.001,0.99,271.1592972415105,195.8052991205321
0.001,0.99,285.1390214296613,196.24811204183845
0.001,0.99,284.7546961843947,196.99788747499986
0.001,0.99,246.72096713189578,201.09691040857695
